GEO.id,GEO.id2,GEO.display-label,HC01_VC118,HC02_VC118,HC03_VC118,HC04_VC118
Id,Id2,Geography,Estimate; INCOME AND BENEFITS (IN 2015 INFLATION-ADJUSTED DOLLARS) - Per capita income (dollars),Margin of Error; INCOME AND BENEFITS (IN 2015 INFLATION-ADJUSTED DOLLARS) - Per capita income (dollars),Percent; INCOME AND BENEFITS (IN 2015 INFLATION-ADJUSTED DOLLARS) - Per capita income (dollars),Percent Margin of Error; INCOME AND BENEFITS (IN 2015 INFLATION-ADJUSTED DOLLARS) - Per capita income (dollars)
0500000US17141,17141,"Ogle County, Illinois",27451,835,(X),(X)
0500000US17143,17143,"Peoria County, Illinois",28610,539,(X),(X)
0500000US17145,17145,"Perry County, Illinois",21720,1789,(X),(X)
0500000US17147,17147,"Piatt County, Illinois",32724,1594,(X),(X)
0500000US17149,17149,"Pike County, Illinois",21594,905,(X),(X)
0500000US17151,17151,"Pope County, Illinois",21131,1929,(X),(X)
0500000US17153,17153,"Pulaski County, Illinois",18923,1727,(X),(X)
0500000US17155,17155,"Putnam County, Illinois",29918,1879,(X),(X)
0500000US17157,17157,"Randolph County, Illinois",22895,850,(X),(X)
0500000US17159,17159,"Richland County, Illinois",23498,1115,(X),(X)
0500000US17161,17161,"Rock Island County, Illinois",26391,505,(X),(X)
0500000US17163,17163,"St. Clair County, Illinois",26738,552,(X),(X)
0500000US17165,17165,"Saline County, Illinois",21175,1013,(X),(X)
0500000US17167,17167,"Sangamon County, Illinois",31024,560,(X),(X)
0500000US17169,17169,"Schuyler County, Illinois",24077,2477,(X),(X)
0500000US17171,17171,"Scott County, Illinois",24978,1644,(X),(X)
0500000US17173,17173,"Shelby County, Illinois",23697,1052,(X),(X)
0500000US17175,17175,"Stark County, Illinois",27148,2347,(X),(X)
0500000US17177,17177,"Stephenson County, Illinois",24253,833,(X),(X)
0500000US17179,17179,"Tazewell County, Illinois",29718,666,(X),(X)
0500000US17181,17181,"Union County, Illinois",23140,1416,(X),(X)
0500000US17183,17183,"Vermilion County, Illinois",22233,497,(X),(X)
0500000US17185,17185,"Wabash County, Illinois",24155,1049,(X),(X)
0500000US17187,17187,"Warren County, Illinois",22876,1188,(X),(X)
0500000US17189,17189,"Washington County, Illinois",28683,1724,(X),(X)
0500000US17191,17191,"Wayne County, Illinois",23869,1224,(X),(X)
0500000US17193,17193,"White County, Illinois",25534,1719,(X),(X)
0500000US17195,17195,"Whiteside County, Illinois",25490,574,(X),(X)
0500000US17197,17197,"Will County, Illinois",31310,329,(X),(X)
0500000US17199,17199,"Williamson County, Illinois",24669,877,(X),(X)
0500000US17201,17201,"Winnebago County, Illinois",25198,429,(X),(X)
0500000US17203,17203,"Woodford County, Illinois",30804,1165,(X),(X)
0500000US18001,18001,"Adams County, Indiana",21274,1016,(X),(X)
0500000US18003,18003,"Allen County, Indiana",25770,450,(X),(X)
0500000US18005,18005,"Bartholomew County, Indiana",27987,667,(X),(X)
0500000US18007,18007,"Benton County, Indiana",22526,892,(X),(X)
0500000US18009,18009,"Blackford County, Indiana",20534,979,(X),(X)
0500000US18011,18011,"Boone County, Indiana",38038,1632,(X),(X)
0500000US18013,18013,"Brown County, Indiana",29903,3021,(X),(X)
0500000US18015,18015,"Carroll County, Indiana",25365,1171,(X),(X)
0500000US18017,18017,"Cass County, Indiana",22125,1010,(X),(X)
0500000US18019,18019,"Clark County, Indiana",25470,737,(X),(X)
0500000US18021,18021,"Clay County, Indiana",21856,746,(X),(X)
0500000US18023,18023,"Clinton County, Indiana",22337,973,(X),(X)
0500000US18025,18025,"Crawford County, Indiana",18835,914,(X),(X)
0500000US18027,18027,"Daviess County, Indiana",21101,734,(X),(X)
0500000US18029,18029,"Dearborn County, Indiana",27907,1588,(X),(X)
0500000US18031,18031,"Decatur County, Indiana",23346,913,(X),(X)
0500000US18033,18033,"DeKalb County, Indiana",24016,1017,(X),(X)
0500000US18035,18035,"Delaware County, Indiana",21179,595,(X),(X)
0500000US18037,18037,"Dubois County, Indiana",25972,1396,(X),(X)
0500000US18039,18039,"Elkhart County, Indiana",21817,458,(X),(X)
0500000US18041,18041,"Fayette County, Indiana",20508,1250,(X),(X)
0500000US18043,18043,"Floyd County, Indiana",28116,856,(X),(X)
0500000US18045,18045,"Fountain County, Indiana",24619,1549,(X),(X)
0500000US18047,18047,"Franklin County, Indiana",24032,1151,(X),(X)
0500000US18049,18049,"Fulton County, Indiana",22807,1915,(X),(X)
0500000US18051,18051,"Gibson County, Indiana",24682,918,(X),(X)
0500000US18053,18053,"Grant County, Indiana",20440,574,(X),(X)
0500000US18055,18055,"Greene County, Indiana",22767,1090,(X),(X)
0500000US18057,18057,"Hamilton County, Indiana",41316,865,(X),(X)
0500000US18059,18059,"Hancock County, Indiana",29058,905,(X),(X)
0500000US18061,18061,"Harrison County, Indiana",24460,883,(X),(X)
0500000US18063,18063,"Hendricks County, Indiana",30364,556,(X),(X)
0500000US18065,18065,"Henry County, Indiana",21286,1111,(X),(X)
0500000US18067,18067,"Howard County, Indiana",24297,571,(X),(X)
0500000US18069,18069,"Huntington County, Indiana",22606,678,(X),(X)
0500000US18071,18071,"Jackson County, Indiana",22421,788,(X),(X)
0500000US18073,18073,"Jasper County, Indiana",24614,924,(X),(X)
0500000US18075,18075,"Jay County, Indiana",19591,933,(X),(X)
0500000US18077,18077,"Jefferson County, Indiana",22139,1004,(X),(X)
0500000US18079,18079,"Jennings County, Indiana",21434,1066,(X),(X)
0500000US18081,18081,"Johnson County, Indiana",28889,618,(X),(X)
0500000US18083,18083,"Knox County, Indiana",21928,865,(X),(X)
0500000US18085,18085,"Kosciusko County, Indiana",26011,722,(X),(X)
0500000US18087,18087,"LaGrange County, Indiana",20413,962,(X),(X)
0500000US18089,18089,"Lake County, Indiana",24756,368,(X),(X)
0500000US18091,18091,"LaPorte County, Indiana",23499,729,(X),(X)
0500000US18093,18093,"Lawrence County, Indiana",23404,1025,(X),(X)
0500000US18095,18095,"Madison County, Indiana",22236,459,(X),(X)
0500000US18097,18097,"Marion County, Indiana",24330,343,(X),(X)
0500000US18099,18099,"Marshall County, Indiana",22895,771,(X),(X)
0500000US18101,18101,"Martin County, Indiana",22939,1245,(X),(X)
0500000US18103,18103,"Miami County, Indiana",21745,1212,(X),(X)
0500000US18105,18105,"Monroe County, Indiana",24266,638,(X),(X)
0500000US18107,18107,"Montgomery County, Indiana",22911,741,(X),(X)
0500000US18109,18109,"Morgan County, Indiana",26175,978,(X),(X)
0500000US18111,18111,"Newton County, Indiana",23154,1158,(X),(X)
0500000US18113,18113,"Noble County, Indiana",23477,761,(X),(X)
0500000US18115,18115,"Ohio County, Indiana",23848,1406,(X),(X)
0500000US18117,18117,"Orange County, Indiana",19660,957,(X),(X)
0500000US18119,18119,"Owen County, Indiana",21842,866,(X),(X)
0500000US18121,18121,"Parke County, Indiana",20592,2135,(X),(X)
0500000US18123,18123,"Perry County, Indiana",20964,865,(X),(X)
0500000US18125,18125,"Pike County, Indiana",23169,1075,(X),(X)
0500000US18127,18127,"Porter County, Indiana",29922,745,(X),(X)
0500000US18129,18129,"Posey County, Indiana",29821,1846,(X),(X)
0500000US18131,18131,"Pulaski County, Indiana",22798,1456,(X),(X)
0500000US18133,18133,"Putnam County, Indiana",22983,1261,(X),(X)
0500000US18135,18135,"Randolph County, Indiana",23000,1870,(X),(X)
0500000US18137,18137,"Ripley County, Indiana",23534,798,(X),(X)
0500000US18139,18139,"Rush County, Indiana",23186,1085,(X),(X)
0500000US18141,18141,"St. Joseph County, Indiana",24395,413,(X),(X)
0500000US18143,18143,"Scott County, Indiana",21385,1797,(X),(X)
0500000US18145,18145,"Shelby County, Indiana",24645,671,(X),(X)
0500000US18147,18147,"Spencer County, Indiana",24936,1066,(X),(X)
0500000US18149,18149,"Starke County, Indiana",20899,1239,(X),(X)
0500000US18151,18151,"Steuben County, Indiana",24576,849,(X),(X)
0500000US18153,18153,"Sullivan County, Indiana",19715,1057,(X),(X)
0500000US18155,18155,"Switzerland County, Indiana",19516,1110,(X),(X)
0500000US18157,18157,"Tippecanoe County, Indiana",23529,647,(X),(X)
0500000US18159,18159,"Tipton County, Indiana",25868,1447,(X),(X)
0500000US18161,18161,"Union County, Indiana",21487,1119,(X),(X)
0500000US18163,18163,"Vanderburgh County, Indiana",24961,650,(X),(X)
0500000US18165,18165,"Vermillion County, Indiana",22022,940,(X),(X)
0500000US18167,18167,"Vigo County, Indiana",21626,785,(X),(X)
0500000US18169,18169,"Wabash County, Indiana",22674,1019,(X),(X)
0500000US18171,18171,"Warren County, Indiana",27731,2229,(X),(X)
0500000US18173,18173,"Warrick County, Indiana",30507,1105,(X),(X)
0500000US18175,18175,"Washington County, Indiana",20483,1065,(X),(X)
0500000US18177,18177,"Wayne County, Indiana",22093,794,(X),(X)
0500000US18179,18179,"Wells County, Indiana",24253,919,(X),(X)
0500000US18181,18181,"White County, Indiana",24944,1088,(X),(X)
0500000US18183,18183,"Whitley County, Indiana",26383,1034,(X),(X)
0500000US19001,19001,"Adair County, Iowa",25990,1343,(X),(X)
0500000US19003,19003,"Adams County, Iowa",26428,1484,(X),(X)
0500000US19005,19005,"Allamakee County, Iowa",26077,1292,(X),(X)
0500000US19007,19007,"Appanoose County, Iowa",23653,1638,(X),(X)
0500000US19009,19009,"Audubon County, Iowa",29882,2747,(X),(X)
0500000US19011,19011,"Benton County, Iowa",29990,1834,(X),(X)
0500000US19013,19013,"Black Hawk County, Iowa",25382,466,(X),(X)
0500000US19015,19015,"Boone County, Iowa",26935,865,(X),(X)
0500000US19017,19017,"Bremer County, Iowa",30504,1159,(X),(X)
0500000US19019,19019,"Buchanan County, Iowa",29045,2128,(X),(X)
0500000US19021,19021,"Buena Vista County, Iowa",24511,1527,(X),(X)
0500000US19023,19023,"Butler County, Iowa",26498,1282,(X),(X)
0500000US19025,19025,"Calhoun County, Iowa",26524,1268,(X),(X)
0500000US19027,19027,"Carroll County, Iowa",27100,942,(X),(X)
0500000US19029,19029,"Cass County, Iowa",25868,1584,(X),(X)
0500000US19031,19031,"Cedar County, Iowa",27879,838,(X),(X)
0500000US19033,19033,"Cerro Gordo County, Iowa",28270,1381,(X),(X)
0500000US19035,19035,"Cherokee County, Iowa",27934,1636,(X),(X)
0500000US19037,19037,"Chickasaw County, Iowa",26981,1660,(X),(X)
0500000US19039,19039,"Clarke County, Iowa",22586,1119,(X),(X)
0500000US19041,19041,"Clay County, Iowa",27138,1403,(X),(X)
0500000US19043,19043,"Clayton County, Iowa",26124,1163,(X),(X)
0500000US19045,19045,"Clinton County, Iowa",27255,916,(X),(X)
0500000US19047,19047,"Crawford County, Iowa",23344,1579,(X),(X)
0500000US19049,19049,"Dallas County, Iowa",37669,1200,(X),(X)
0500000US19051,19051,"Davis County, Iowa",23867,2295,(X),(X)
0500000US19053,19053,"Decatur County, Iowa",19493,879,(X),(X)
0500000US19055,19055,"Delaware County, Iowa",27563,1371,(X),(X)
0500000US19057,19057,"Des Moines County, Iowa",24614,890,(X),(X)
0500000US19059,19059,"Dickinson County, Iowa",34218,1675,(X),(X)
0500000US19061,19061,"Dubuque County, Iowa",27096,606,(X),(X)
0500000US19063,19063,"Emmet County, Iowa",27707,2295,(X),(X)
0500000US19065,19065,"Fayette County, Iowa",24513,863,(X),(X)
0500000US19067,19067,"Floyd County, Iowa",25918,1761,(X),(X)
0500000US19069,19069,"Franklin County, Iowa",25417,1472,(X),(X)
0500000US19071,19071,"Fremont County, Iowa",29060,1793,(X),(X)
0500000US19073,19073,"Greene County, Iowa",26918,1963,(X),(X)
0500000US19075,19075,"Grundy County, Iowa",31076,1457,(X),(X)
0500000US19077,19077,"Guthrie County, Iowa",28946,2040,(X),(X)
0500000US19079,19079,"Hamilton County, Iowa",26001,2157,(X),(X)
0500000US19081,19081,"Hancock County, Iowa",26846,1230,(X),(X)
0500000US19083,19083,"Hardin County, Iowa",26256,1345,(X),(X)
0500000US19085,19085,"Harrison County, Iowa",26910,1030,(X),(X)
0500000US19087,19087,"Henry County, Iowa",23439,1238,(X),(X)
0500000US19089,19089,"Howard County, Iowa",25804,1893,(X),(X)
0500000US19091,19091,"Humboldt County, Iowa",27814,1851,(X),(X)
0500000US19093,19093,"Ida County, Iowa",28398,1838,(X),(X)
0500000US19095,19095,"Iowa County, Iowa",29022,1253,(X),(X)
0500000US19097,19097,"Jackson County, Iowa",25546,979,(X),(X)
0500000US19099,19099,"Jasper County, Iowa",26138,890,(X),(X)
0500000US19101,19101,"Jefferson County, Iowa",25209,2435,(X),(X)
0500000US19103,19103,"Johnson County, Iowa",31271,916,(X),(X)
0500000US19105,19105,"Jones County, Iowa",26937,1515,(X),(X)
0500000US19107,19107,"Keokuk County, Iowa",23076,860,(X),(X)
0500000US19109,19109,"Kossuth County, Iowa",28952,1134,(X),(X)
0500000US19111,19111,"Lee County, Iowa",22746,753,(X),(X)
0500000US19113,19113,"Linn County, Iowa",30829,611,(X),(X)
0500000US19115,19115,"Louisa County, Iowa",26176,2334,(X),(X)
0500000US19117,19117,"Lucas County, Iowa",23512,1058,(X),(X)
0500000US19119,19119,"Lyon County, Iowa",26777,1390,(X),(X)
0500000US19121,19121,"Madison County, Iowa",28922,1679,(X),(X)
0500000US19123,19123,"Mahaska County, Iowa",25228,1723,(X),(X)
0500000US19125,19125,"Marion County, Iowa",26280,1046,(X),(X)
0500000US19127,19127,"Marshall County, Iowa",24648,789,(X),(X)
0500000US19129,19129,"Mills County, Iowa",28280,1144,(X),(X)
0500000US19131,19131,"Mitchell County, Iowa",25706,1223,(X),(X)
0500000US19133,19133,"Monona County, Iowa",24730,1621,(X),(X)
0500000US19135,19135,"Monroe County, Iowa",25753,2947,(X),(X)
0500000US19137,19137,"Montgomery County, Iowa",23445,1114,(X),(X)
0500000US19139,19139,"Muscatine County, Iowa",25503,1172,(X),(X)
0500000US19141,19141,"O'Brien County, Iowa",30600,2237,(X),(X)
0500000US19143,19143,"Osceola County, Iowa",25306,1319,(X),(X)
0500000US19145,19145,"Page County, Iowa",23617,1213,(X),(X)
0500000US19147,19147,"Palo Alto County, Iowa",26154,1332,(X),(X)
0500000US19149,19149,"Plymouth County, Iowa",27991,975,(X),(X)
0500000US19151,19151,"Pocahontas County, Iowa",26406,1284,(X),(X)
0500000US19153,19153,"Polk County, Iowa",31291,488,(X),(X)
0500000US19155,19155,"Pottawattamie County, Iowa",27057,825,(X),(X)
0500000US19157,19157,"Poweshiek County, Iowa",26018,1303,(X),(X)
0500000US19159,19159,"Ringgold County, Iowa",26557,2281,(X),(X)
0500000US19161,19161,"Sac County, Iowa",26991,1116,(X),(X)
0500000US19163,19163,"Scott County, Iowa",29391,592,(X),(X)
0500000US19165,19165,"Shelby County, Iowa",27695,1531,(X),(X)
0500000US19167,19167,"Sioux County, Iowa",26029,1028,(X),(X)
0500000US19169,19169,"Story County, Iowa",25589,730,(X),(X)
0500000US19171,19171,"Tama County, Iowa",26432,995,(X),(X)
0500000US19173,19173,"Taylor County, Iowa",23821,1035,(X),(X)
0500000US19175,19175,"Union County, Iowa",24022,1312,(X),(X)
0500000US19177,19177,"Van Buren County, Iowa",23268,1404,(X),(X)
0500000US19179,19179,"Wapello County, Iowa",22716,1033,(X),(X)
0500000US19181,19181,"Warren County, Iowa",30086,787,(X),(X)
0500000US19183,19183,"Washington County, Iowa",27228,1284,(X),(X)
0500000US19185,19185,"Wayne County, Iowa",23009,1279,(X),(X)
0500000US19187,19187,"Webster County, Iowa",23718,841,(X),(X)
0500000US19189,19189,"Winnebago County, Iowa",25021,1748,(X),(X)
0500000US19191,19191,"Winneshiek County, Iowa",26211,932,(X),(X)
0500000US19193,19193,"Woodbury County, Iowa",23630,562,(X),(X)
0500000US19195,19195,"Worth County, Iowa",24734,1128,(X),(X)
0500000US19197,19197,"Wright County, Iowa",26316,1505,(X),(X)
0500000US20001,20001,"Allen County, Kansas",20671,1191,(X),(X)
0500000US20003,20003,"Anderson County, Kansas",21226,1269,(X),(X)
0500000US20005,20005,"Atchison County, Kansas",21677,2230,(X),(X)
0500000US20007,20007,"Barber County, Kansas",28174,1898,(X),(X)
0500000US20009,20009,"Barton County, Kansas",24338,1276,(X),(X)
0500000US20011,20011,"Bourbon County, Kansas",20783,1113,(X),(X)
0500000US20013,20013,"Brown County, Kansas",22600,1177,(X),(X)
0500000US20015,20015,"Butler County, Kansas",27647,862,(X),(X)
0500000US20017,20017,"Chase County, Kansas",23459,2491,(X),(X)
0500000US20019,20019,"Chautauqua County, Kansas",23584,2005,(X),(X)
0500000US20021,20021,"Cherokee County, Kansas",19809,876,(X),(X)
0500000US20023,20023,"Cheyenne County, Kansas",26626,1772,(X),(X)
0500000US20025,20025,"Clark County, Kansas",25106,2512,(X),(X)
0500000US20027,20027,"Clay County, Kansas",26807,2458,(X),(X)
0500000US20029,20029,"Cloud County, Kansas",22441,1814,(X),(X)
0500000US20031,20031,"Coffey County, Kansas",29382,1245,(X),(X)
0500000US20033,20033,"Comanche County, Kansas",23661,1989,(X),(X)
0500000US20035,20035,"Cowley County, Kansas",21950,815,(X),(X)
0500000US20037,20037,"Crawford County, Kansas",20346,723,(X),(X)
0500000US20039,20039,"Decatur County, Kansas",29891,4970,(X),(X)
0500000US20041,20041,"Dickinson County, Kansas",24430,1155,(X),(X)
0500000US20043,20043,"Doniphan County, Kansas",23471,1140,(X),(X)
0500000US20045,20045,"Douglas County, Kansas",27611,898,(X),(X)
0500000US20047,20047,"Edwards County, Kansas",25584,1557,(X),(X)
0500000US20049,20049,"Elk County, Kansas",21764,1596,(X),(X)
0500000US20051,20051,"Ellis County, Kansas",26098,1322,(X),(X)
0500000US20053,20053,"Ellsworth County, Kansas",24102,2363,(X),(X)
0500000US20055,20055,"Finney County, Kansas",22145,1121,(X),(X)
0500000US20057,20057,"Ford County, Kansas",20619,1014,(X),(X)
0500000US20059,20059,"Franklin County, Kansas",24567,1408,(X),(X)
0500000US20061,20061,"Geary County, Kansas",21450,1204,(X),(X)
0500000US20063,20063,"Gove County, Kansas",25484,1949,(X),(X)
0500000US20065,20065,"Graham County, Kansas",28233,2743,(X),(X)
0500000US20067,20067,"Grant County, Kansas",25195,3054,(X),(X)
0500000US20069,20069,"Gray County, Kansas",26131,1153,(X),(X)
0500000US20071,20071,"Greeley County, Kansas",25994,2858,(X),(X)
0500000US20073,20073,"Greenwood County, Kansas",23335,2227,(X),(X)
0500000US20075,20075,"Hamilton County, Kansas",22250,2029,(X),(X)
0500000US20077,20077,"Harper County, Kansas",24640,1601,(X),(X)
0500000US20079,20079,"Harvey County, Kansas",24453,823,(X),(X)
0500000US20081,20081,"Haskell County, Kansas",24362,2046,(X),(X)
0500000US20083,20083,"Hodgeman County, Kansas",31547,5505,(X),(X)
0500000US20085,20085,"Jackson County, Kansas",25038,1414,(X),(X)
0500000US20087,20087,"Jefferson County, Kansas",26227,904,(X),(X)
0500000US20089,20089,"Jewell County, Kansas",23002,1952,(X),(X)
0500000US20091,20091,"Johnson County, Kansas",40331,650,(X),(X)
0500000US20093,20093,"Kearny County, Kansas",23884,2256,(X),(X)
0500000US20095,20095,"Kingman County, Kansas",24998,1585,(X),(X)
0500000US20097,20097,"Kiowa County, Kansas",24116,1924,(X),(X)
0500000US20099,20099,"Labette County, Kansas",21006,813,(X),(X)
0500000US20101,20101,"Lane County, Kansas",31458,2582,(X),(X)
0500000US20103,20103,"Leavenworth County, Kansas",27138,738,(X),(X)
0500000US20105,20105,"Lincoln County, Kansas",24953,2154,(X),(X)
0500000US20107,20107,"Linn County, Kansas",26519,3414,(X),(X)
0500000US20109,20109,"Logan County, Kansas",28974,2671,(X),(X)
0500000US20111,20111,"Lyon County, Kansas",20943,844,(X),(X)
0500000US20113,20113,"McPherson County, Kansas",28396,1206,(X),(X)
0500000US20115,20115,"Marion County, Kansas",23642,1196,(X),(X)
0500000US20117,20117,"Marshall County, Kansas",26313,1530,(X),(X)
0500000US20119,20119,"Meade County, Kansas",23446,1132,(X),(X)
0500000US20121,20121,"Miami County, Kansas",29413,1141,(X),(X)
0500000US20123,20123,"Mitchell County, Kansas",27555,1932,(X),(X)
0500000US20125,20125,"Montgomery County, Kansas",20864,836,(X),(X)
0500000US20127,20127,"Morris County, Kansas",23928,1065,(X),(X)
0500000US20129,20129,"Morton County, Kansas",22297,2112,(X),(X)
0500000US20131,20131,"Nemaha County, Kansas",26041,1573,(X),(X)
0500000US20133,20133,"Neosho County, Kansas",22354,1295,(X),(X)
0500000US20135,20135,"Ness County, Kansas",29968,2562,(X),(X)
0500000US20137,20137,"Norton County, Kansas",23702,2574,(X),(X)
0500000US20139,20139,"Osage County, Kansas",24243,986,(X),(X)
0500000US20141,20141,"Osborne County, Kansas",27132,2276,(X),(X)
0500000US20143,20143,"Ottawa County, Kansas",26260,1295,(X),(X)
0500000US20145,20145,"Pawnee County, Kansas",24125,2408,(X),(X)
0500000US20147,20147,"Phillips County, Kansas",25072,1583,(X),(X)
0500000US20149,20149,"Pottawatomie County, Kansas",25964,1030,(X),(X)
0500000US20151,20151,"Pratt County, Kansas",27078,1959,(X),(X)
0500000US20153,20153,"Rawlins County, Kansas",27559,2657,(X),(X)
0500000US20155,20155,"Reno County, Kansas",23578,745,(X),(X)
0500000US20157,20157,"Republic County, Kansas",25317,2042,(X),(X)
0500000US20159,20159,"Rice County, Kansas",23687,2167,(X),(X)
0500000US20161,20161,"Riley County, Kansas",23992,1009,(X),(X)
0500000US20163,20163,"Rooks County, Kansas",23891,1327,(X),(X)
0500000US20165,20165,"Rush County, Kansas",24843,1414,(X),(X)
0500000US20167,20167,"Russell County, Kansas",26128,3317,(X),(X)
0500000US20169,20169,"Saline County, Kansas",25641,1030,(X),(X)
0500000US20171,20171,"Scott County, Kansas",30179,3233,(X),(X)
0500000US20173,20173,"Sedgwick County, Kansas",26016,314,(X),(X)
0500000US20175,20175,"Seward County, Kansas",20442,1046,(X),(X)
0500000US20177,20177,"Shawnee County, Kansas",26691,561,(X),(X)
0500000US20179,20179,"Sheridan County, Kansas",28733,2673,(X),(X)
0500000US20181,20181,"Sherman County, Kansas",21786,1899,(X),(X)
0500000US20183,20183,"Smith County, Kansas",27315,2566,(X),(X)
0500000US20185,20185,"Stafford County, Kansas",25476,1979,(X),(X)
0500000US20187,20187,"Stanton County, Kansas",22690,2368,(X),(X)
0500000US20189,20189,"Stevens County, Kansas",24827,2929,(X),(X)
0500000US20191,20191,"Sumner County, Kansas",24214,822,(X),(X)
0500000US20193,20193,"Thomas County, Kansas",26309,2413,(X),(X)
0500000US20195,20195,"Trego County, Kansas",28817,2921,(X),(X)
0500000US20197,20197,"Wabaunsee County, Kansas",23962,1233,(X),(X)
0500000US20199,20199,"Wallace County, Kansas",28265,4243,(X),(X)
0500000US20201,20201,"Washington County, Kansas",23440,1091,(X),(X)
0500000US20203,20203,"Wichita County, Kansas",23367,3096,(X),(X)
0500000US20205,20205,"Wilson County, Kansas",22538,1333,(X),(X)
0500000US20207,20207,"Woodson County, Kansas",21432,1798,(X),(X)
0500000US20209,20209,"Wyandotte County, Kansas",18912,321,(X),(X)
0500000US21001,21001,"Adair County, Kentucky",18277,1090,(X),(X)
0500000US21003,21003,"Allen County, Kentucky",20702,1277,(X),(X)
0500000US21005,21005,"Anderson County, Kentucky",24353,1136,(X),(X)
0500000US21007,21007,"Ballard County, Kentucky",24056,1442,(X),(X)
0500000US21009,21009,"Barren County, Kentucky",20262,836,(X),(X)
0500000US21011,21011,"Bath County, Kentucky",18719,2900,(X),(X)
0500000US21013,21013,"Bell County, Kentucky",13701,633,(X),(X)
0500000US21015,21015,"Boone County, Kentucky",29866,835,(X),(X)
0500000US21017,21017,"Bourbon County, Kentucky",23620,1381,(X),(X)
0500000US21019,21019,"Boyd County, Kentucky",25745,2632,(X),(X)
0500000US21021,21021,"Boyle County, Kentucky",22368,1240,(X),(X)
0500000US21023,21023,"Bracken County, Kentucky",21054,1204,(X),(X)
0500000US21025,21025,"Breathitt County, Kentucky",15737,893,(X),(X)
0500000US21027,21027,"Breckinridge County, Kentucky",19185,931,(X),(X)
0500000US21029,21029,"Bullitt County, Kentucky",24458,615,(X),(X)
0500000US21031,21031,"Butler County, Kentucky",18502,1212,(X),(X)
0500000US21033,21033,"Caldwell County, Kentucky",20840,1401,(X),(X)
0500000US21035,21035,"Calloway County, Kentucky",20701,974,(X),(X)
0500000US21037,21037,"Campbell County, Kentucky",28248,782,(X),(X)
0500000US21039,21039,"Carlisle County, Kentucky",21499,1393,(X),(X)
0500000US21041,21041,"Carroll County, Kentucky",20129,1401,(X),(X)
0500000US21043,21043,"Carter County, Kentucky",18948,973,(X),(X)
0500000US21045,21045,"Casey County, Kentucky",17526,1211,(X),(X)
0500000US21047,21047,"Christian County, Kentucky",19614,728,(X),(X)
0500000US21049,21049,"Clark County, Kentucky",25492,1417,(X),(X)
0500000US21051,21051,"Clay County, Kentucky",13802,911,(X),(X)
0500000US21053,21053,"Clinton County, Kentucky",16712,1273,(X),(X)
0500000US21055,21055,"Crittenden County, Kentucky",21248,1552,(X),(X)
0500000US21057,21057,"Cumberland County, Kentucky",17571,2018,(X),(X)
0500000US21059,21059,"Daviess County, Kentucky",23952,581,(X),(X)
0500000US21061,21061,"Edmonson County, Kentucky",20304,1432,(X),(X)
0500000US21063,21063,"Elliott County, Kentucky",15319,1490,(X),(X)
0500000US21065,21065,"Estill County, Kentucky",16446,980,(X),(X)
0500000US21067,21067,"Fayette County, Kentucky",30031,553,(X),(X)
0500000US21069,21069,"Fleming County, Kentucky",21453,2364,(X),(X)
0500000US21071,21071,"Floyd County, Kentucky",18173,1067,(X),(X)
0500000US21073,21073,"Franklin County, Kentucky",26778,884,(X),(X)
0500000US21075,21075,"Fulton County, Kentucky",18082,1404,(X),(X)
0500000US21077,21077,"Gallatin County, Kentucky",21634,1397,(X),(X)
0500000US21079,21079,"Garrard County, Kentucky",22567,1683,(X),(X)
0500000US21081,21081,"Grant County, Kentucky",19667,934,(X),(X)
0500000US21083,21083,"Graves County, Kentucky",20805,943,(X),(X)
0500000US21085,21085,"Grayson County, Kentucky",19902,1864,(X),(X)
0500000US21087,21087,"Green County, Kentucky",19563,1688,(X),(X)
0500000US21089,21089,"Greenup County, Kentucky",23649,1160,(X),(X)
0500000US21091,21091,"Hancock County, Kentucky",22330,1101,(X),(X)
0500000US21093,21093,"Hardin County, Kentucky",24845,657,(X),(X)
0500000US21095,21095,"Harlan County, Kentucky",15840,704,(X),(X)
0500000US21097,21097,"Harrison County, Kentucky",20490,1615,(X),(X)
0500000US21099,21099,"Hart County, Kentucky",18993,1789,(X),(X)
0500000US21101,21101,"Henderson County, Kentucky",22628,962,(X),(X)
0500000US21103,21103,"Henry County, Kentucky",21806,1047,(X),(X)
0500000US21105,21105,"Hickman County, Kentucky",19597,1378,(X),(X)
0500000US21107,21107,"Hopkins County, Kentucky",22517,797,(X),(X)
0500000US21109,21109,"Jackson County, Kentucky",16405,1451,(X),(X)
0500000US21111,21111,"Jefferson County, Kentucky",28822,339,(X),(X)
0500000US21113,21113,"Jessamine County, Kentucky",26230,1488,(X),(X)
0500000US21115,21115,"Johnson County, Kentucky",18436,1267,(X),(X)
0500000US21117,21117,"Kenton County, Kentucky",27847,593,(X),(X)
0500000US21119,21119,"Knott County, Kentucky",17939,1302,(X),(X)
0500000US21121,21121,"Knox County, Kentucky",15599,1115,(X),(X)
0500000US21123,21123,"Larue County, Kentucky",20570,1624,(X),(X)
0500000US21125,21125,"Laurel County, Kentucky",18795,681,(X),(X)
0500000US21127,21127,"Lawrence County, Kentucky",18890,1474,(X),(X)
0500000US21129,21129,"Lee County, Kentucky",13688,1669,(X),(X)
0500000US21131,21131,"Leslie County, Kentucky",15558,1328,(X),(X)
